pachymeningitis	n.	Inflammation of the dura mater or outer membrane of the brain.
pachymeter	n.	Same as Pachometer.
pachyote	n.	One of a family of bats, including those which have thick external ears.
pacifiable	a.	Capable of being pacified or appeased; placable.
pacific	a.	Of or pertaining to peace; suited to make or restore peace; of a peaceful character; not warlike; not quarrelsome; conciliatory; as, pacific words or acts; a pacific nature or condition.
pacificable	a.	Placable.
pacifical	a.	Of or pertaining to peace; pacific.
pacification	n.	The act or process of pacifying, or of making peace between parties at variance; reconciliation.
pacificator	n.	One who, or that which, pacifies; a peacemaker.
pacificatory	a.	Tending to make peace; conciliatory.
pacified	imp. & p. p.	of Pacify
pacify	v. t.	To make to be at peace; to appease; to calm; to still; to quiet; to allay the agitation, excitement, or resentment of; to tranquillize; as, to pacify a man when angry; to pacify pride, appetite, or importunity.
pacifying	p. pr. & vb. n.	of Pacify
pacing	p. pr. & vb. n.	of Pace
pacinian	a.	Of, pertaining to, or discovered by, Filippo Pacini, an Italian physician of the 19th century.
pack	n.	A pact.
pack	n.	A bundle made up and prepared to be carried; especially, a bundle to be carried on the back; a load for an animal; a bale, as of goods.
pack	n.	A number or quantity equal to the contents of a pack; hence, a multitude; a burden.
pack	n.	A number or quantity of connected or similar things
pack	n.	A full set of playing cards; also, the assortment used in a particular game; as, a euchre pack.
pack	n.	A number of hounds or dogs, hunting or kept together.
pack	n.	A number of persons associated or leagued in a bad design or practice; a gang; as, a pack of thieves or knaves.
pack	n.	A shook of cask staves.
pack	n.	A bundle of sheet-iron plates for rolling simultaneously.
pack	n.	A large area of floating pieces of ice driven together more or less closely.
pack	n.	An envelope, or wrapping, of sheets used in hydropathic practice, called dry pack, wet pack, cold pack, etc., according to the method of treatment.
pack	n.	A loose, lewd, or worthless person. See Baggage.
pack	n.	To make a pack of; to arrange closely and securely in a pack; hence, to place and arrange compactly as in a pack; to press into close order or narrow compass; as to pack goods in a box; to pack fish.
pack	n.	To fill in the manner of a pack, that is, compactly and securely, as for transportation; hence, to fill closely or to repletion; to stow away within; to cause to be full; to crowd into; as, to pack a trunk; the play, or the audience, packs the theater.
pack	n.	To sort and arrange (the cards) in a pack so as to secure the game unfairly.
pack	n.	Hence: To bring together or make up unfairly and fraudulently, in order to secure a certain result; as, to pack a jury or a causes.
pack	n.	To contrive unfairly or fraudulently; to plot.
pack	n.	To load with a pack; hence, to load; to encumber; as, to pack a horse.
pack	n.	To cause to go; to send away with baggage or belongings; esp., to send away peremptorily or suddenly; -- sometimes with off; as, to pack a boy off to school.
pack	n.	To transport in a pack, or in the manner of a pack (i. e., on the backs of men or beasts).
pack	n.	To envelop in a wet or dry sheet, within numerous coverings. See Pack, n., 5.
pack	n.	To render impervious, as by filling or surrounding with suitable material, or to fit or adjust so as to move without giving passage to air, water, or steam; as, to pack a joint; to pack the piston of a steam engine.
pack	v. i.	To make up packs, bales, or bundles; to stow articles securely for transportation.
pack	v. i.	To admit of stowage, or of making up for transportation or storage; to become compressed or to settle together, so as to form a compact mass; as, the goods pack conveniently; wet snow packs well.
pack	v. i.	To gather in flocks or schools; as, the grouse or the perch begin to pack.
pack	v. i.	To depart in haste; -- generally with off or away.
pack	v. i.	To unite in bad measures; to confederate for ill purposes; to join in collusion.
pack herse		See under 2d Pack.
pack saddle		Alt. of Pack thread
pack thread		See under 2d Pack.
package	n.	Act or process of packing.
package	n.	A bundle made up for transportation; a packet; a bale; a parcel; as, a package of goods.
package	n.	A charge made for packing goods.
package	n.	A duty formerly charged in the port of London on goods imported or exported by aliens, or by denizens who were the sons of aliens.
packed	imp. & p. p.	of Pack
packer	n.	A person whose business is to pack things; especially, one who packs food for preservation; as, a pork packer.
packet	n.	A small pack or package; a little bundle or parcel; as, a packet of letters.
packet	n.	Originally, a vessel employed by government to convey dispatches or mails; hence, a vessel employed in conveying dispatches, mails, passengers, and goods, and having fixed days of sailing; a mail boat.
packet	v. t.	To make up into a packet or bundle.
packet	v. t.	To send in a packet or dispatch vessel.
packet	v. i.	To ply with a packet or dispatch boat.
packeted	imp. & p. p.	of Packet
packeting	p. pr. & vb. n.	of Packet
packfong	n.	A Chinese alloy of nickel, zinc, and copper, resembling German silver.
packhouse	n.	Warehouse for storing goods.
packing	p. pr. & vb. n.	of Pack
packing	n.	The act or process of one who packs.
packing	n.	Any material used to pack, fill up, or make close.
packing	n.	A substance or piece used to make a joint impervious
packing	n.	A thin layer, or sheet, of yielding or elastic material inserted between the surfaces of a flange joint.
packing	n.	The substance in a stuffing box, through which a piston rod slides.
packing	n.	A yielding ring, as of metal, which surrounds a piston and maintains a tight fit, as inside a cylinder, etc.
packing	n.	Same as Filling.
packing	n.	A trick; collusion.
packman	n.	One who bears a pack; a peddler.
packmen	"pl. "	of Packman
packwax	n.	Same as Paxwax.
packway	n.	A path, as over mountains, followed by pack animals.
paco	n.	Alt. of Pacos
pacos	n.	Same as Alpaca.
pacos	n.	An earthy-looking ore, consisting of brown oxide of iron with minute particles of native silver.
pact	v.	An agreement; a league; a compact; a covenant.
paction	n.	An agreement; a compact; a bargain.
pactional	a.	Of the nature of, or by means of, a paction.
pactitious	a.	Setted by a pact, or agreement.
pactolian	a.	Pertaining to the Pactolus, a river in ancient Lydia famous for its golden sands.
pacu	n.	A South American freah-water fish (Myleies pacu), of the family Characinidae. It is highly esteemed as food.
pad	n.	A footpath; a road.
pad	n.	An easy-paced horse; a padnag.
pad	n.	A robber that infests the road on foot; a highwayman; -- usually called a footpad.
pad	n.	The act of robbing on the highway.
pad	v. t.	To travel upon foot; to tread.
pad	v. i.	To travel heavily or slowly.
pad	v. i.	To rob on foot.
pad	v. i.	To wear a path by walking.
pad	n.	A soft, or small, cushion; a mass of anything soft; stuffing.
pad	n.	A kind of cushion for writing upon, or for blotting; esp., one formed of many flat sheets of writing paper, or layers of blotting paper; a block of paper.
pad	n.	A cushion used as a saddle without a tree or frame.
pad	n.	A stuffed guard or protection; esp., one worn on the legs of horses to prevent bruising.
pad	n.	A cushionlike thickening of the skin one the under side of the toes of animals.
pad	n.	A floating leaf of a water lily or similar plant.
pad	n.	A soft bag or cushion to relieve pressure, support a part, etc.
pad	n.	A piece of timber fixed on a beam to fit the curve of the deck.
pad	n.	A measure for fish; as, sixty mackerel go to a pad; a basket of soles.
pad	v. t.	To stuff; to furnish with a pad or padding.
pad	v. t.	To imbue uniformly with a mordant; as, to pad cloth.
padar	n.	Groats; coarse flour or meal.
padded	imp. & p. p.	of Pad
padder	n.	One who, or that which, pads.
padder	n.	A highwayman; a footpad.
padder	n.	One who, or that which, paddles.
paddies	"pl. "	of Paddy
padding	p. pr. & vb. n.	of Pad
padding	n.	The act or process of making a pad or of inserting stuffing.
padding	n.	The material with which anything is padded.
padding	n.	Material of inferior value, serving to extend a book, essay, etc.
padding	n.	The uniform impregnation of cloth with a mordant.
paddle	v. i.	To use the hands or fingers in toying; to make caressing strokes.
paddle	v. i.	To dabble in water with hands or feet; to use a paddle, or something which serves as a paddle, in swimming, in paddling a boat, etc.
paddle	v. t.	To pat or stroke amorously, or gently.
paddle	v. t.	To propel with, or as with, a paddle or paddles.
paddle	v. t.	To pad; to tread upon; to trample.
paddle	v. i.	An implement with a broad blade, which is used without a fixed fulcrum in propelling and steering canoes and boats.
paddle	v. i.	The broad part of a paddle, with which the stroke is made; hence, any short, broad blade, resembling that of a paddle.
paddle	v. i.	One of the broad boards, or floats, at the circumference of a water wheel, or paddle wheel.
paddle	v. i.	A small gate in sluices or lock gates to admit or let off water; -- also called clough.
paddle	v. i.	A paddle-shaped foot, as of the sea turtle.
paddle	v. i.	A paddle-shaped implement for string or mixing.
paddle	v. i.	See Paddle staff (b), below.
paddlecock	n.	The lumpfish.
paddled	imp. & p. p.	of Paddle
paddlefish	n.	A large ganoid fish (Polyodon spathula) found in the rivers of the Mississippi Valley. It has a long spatula-shaped snout. Called also duck-billed cat, and spoonbill sturgeon.
paddlewood	n.	The light elastic wood of the Aspidosperma excelsum, a tree of Guiana having a fluted trunk readily split into planks.
paddling	p. pr. & vb. n.	of Paddle
paddock	n.	A toad or frog.
paddock	n.	A small inclosure or park for sporting.
paddock	n.	A small inclosure for pasture; esp., one adjoining a stable.
paddy	a.	Low; mean; boorish; vagabond.
paddy	n.	A jocose or contemptuous name for an Irishman.
paddy	n.	Unhusked rice; -- commonly so called in the East Indies.
padelion	n.	A plant with pedately lobed leaves; the lady's mantle.
padella	n.	A large cup or deep saucer, containing fatty matter in which a wick is placed, -- used for public illuminations, as at St. Peter's, in Rome. Called also padelle.
pademelon	n.	See Wallaby.
padesoy	n.	See Paduasoy.
padge	n.	The barn owl; -- called also pudge, and pudge owl.
padishah	n.	Chief ruler; monarch; sovereign; -- a title of the Sultan of Turkey, and of the Shah of Persia.
padlock	n.	A portable lock with a bow which is usually jointed or pivoted at one end so that it can be opened, the other end being fastened by the bolt, -- used for fastening by passing the bow through a staple over a hasp or through the links of a chain, etc.
padlock	n.	Fig.: A curb; a restraint.
padlock	v. t.	To fasten with, or as with, a padlock; to stop; to shut; to confine as by a padlock.
padlocked	imp. & p. p.	of Padlock
padlocking	p. pr. & vb. n.	of Padlock
padnag	n.	An ambling nag.
padow	n.	A paddock, or toad.
padrone	n.	A patron; a protector.
padrone	n.	The master of a small coaster in the Mediterranean.
padrone	n.	A man who imports, and controls the earnings of, Italian laborers, street musicians, etc.
padrones	"pl. "	of Padrone
padroni	"pl. "	of Padrone
paduasoy	n.	A rich and heavy silk stuff.
paducahs	n. pl.	See Comanches.
paean	n.	An ancient Greek hymn in honor of Apollo as a healing deity, and, later, a song addressed to other deities.
paean	n.	Any loud and joyous song; a song of triumph.
paean	n.	See Paeon.
paedobaptism	n.	Pedobaptism.
paedogenesis	n.	Reproduction by young or larval animals.
paedogenetic	a.	Producing young while in the immature or larval state; -- said of certain insects, etc.
paeon	n.	A foot of four syllables, one long and three short, admitting of four combinations, according to the place of the long syllable.
paeonine	n.	An artifical red nitrogenous dyestuff, called also red coralline.
paeony	n.	See Peony.
pagan	n.	One who worships false gods; an idolater; a heathen; one who is neither a Christian, a Mohammedan, nor a Jew.
pagan	n.	Of or pertaining to pagans; relating to the worship or the worshipers of false goods; heathen; idolatrous, as, pagan tribes or superstitions.
pagandom	n.	The pagan lands; pagans, collectively; paganism.
paganic	a.	Alt. of Paganical
paganical	a.	Of or pertaining to pagans or paganism; heathenish; paganish.
paganish	a.	Of or pertaining to pagans; heathenish.
paganism	n.	The state of being pagan; pagan characteristics; esp., the worship of idols or false gods, or the system of religious opinions and worship maintained by pagans; heathenism.
paganity	n.	The state of being a pagan; paganism.
paganize	v. t.	To render pagan or heathenish; to convert to paganism.
paganize	v. i.	To behave like pagans.
paganized	imp. & p. p.	of Paganize
paganizing	p. pr. & vb. n.	of Paganize
paganly	adv.	In a pagan manner.
page	n.	A serving boy; formerly, a youth attending a person of high degree, especially at courts, as a position of honor and education; now commonly, in England, a youth employed for doing errands, waiting on the door, and similar service in households; in the United States, a boy employed to wait upon the members of a legislative body.
page	n.	A boy child.
page	n.	A contrivance, as a band, pin, snap, or the like, to hold the skirt of a woman's dress from the ground.
page	n.	A track along which pallets carrying newly molded bricks are conveyed to the hack.
page	n.	Any one of several species of beautiful South American moths of the genus Urania.
page	v. t.	To attend (one) as a page.
page	n.	One side of a leaf of a book or manuscript.
page	n.	Fig.: A record; a writing; as, the page of history.
page	n.	The type set up for printing a page.
page	v. t.	To mark or number the pages of, as a book or manuscript; to furnish with folios.
pageant	n.	A theatrical exhibition; a spectacle.
pageant	n.	An elaborate exhibition devised for the entertainmeut of a distinguished personage, or of the public; a show, spectacle, or display.
pageant	a.	Of the nature of a pageant; spectacular.
pageant	v. t.	To exhibit in show; to represent; to mimic.
pageantry	n.	Scenic shows or spectacles, taken collectively; spectacular quality; splendor.
paged	imp. & p. p.	of Page
pagehood	n.	The state of being a page.
pagina	n.	The surface of a leaf or of a flattened thallus.
paginae	"pl. "	of Pagina
paginal	a.	Consisting of pages.
pagination	n.	The act or process of paging a book; also, the characters used in numbering the pages; page number.
paging	p. pr. & vb. n.	of Page
paging	n.	The marking or numbering of the pages of a book.
pagod	n.	A pagoda. [R.] "Or some queer pagod."
pagod	n.	An idol.
pagoda	n.	A term by which Europeans designate religious temples and tower-like buildings of the Hindoos and Buddhists of India, Farther India, China, and Japan, -- usually but not always, devoted to idol worship.
pagoda	n.	An idol.
pagoda	n.	A gold or silver coin, of various kinds and values, formerly current in India. The Madras gold pagoda was worth about three and a half rupees.
pagodite	n.	Agalmatolite; -- so called because sometimes carved by the Chinese into the form of pagodas. See Agalmatolite.
paguma	n.	Any one of several species of East Indian viverrine mammals of the genus Paguma. They resemble a weasel in form.
pagurian	n.	Any one of a tribe of anomuran crustaceans, of which Pagurus is a type; the hermit crab. See Hermit crab, under Hermit.
pah	interj.	An exclamation expressing disgust or contempt. See Bah.
pah	n.	A kind of stockaded intrenchment.
pahi	n.	A large war canoe of the Society Islands.
pahlevi	n.	Same as Pehlevi.
pahoehoe	n.	A name given in the Sandwich Islands to lava having a relatively smooth surface, in distinction from the rough-surfaced lava, called a-a.
pahutes	n. pl.	See Utes.
paid	imp., p. p., & a.	Receiving pay; compensated; hired; as, a paid attorney.
paid	imp., p. p., & a.	Satisfied; contented.
paid	imp. & p. p.	of Pay
paideutics	n.	The science or art of teaching.
paien	n. & a.	Pagan.
paigle	n.	A species of Primula, either the cowslip or the primrose.
paijama	n.	Pyjama.
pail	n.	A vessel of wood or tin, etc., usually cylindrical and having a bail, -- used esp. for carrying liquids, as water or milk, etc.; a bucket. It may, or may not, have a cover.
pailful	n.	The quantity that a pail will hold.
pailfuls	"pl. "	of Pailful
paillasse	n.	An under bed or mattress of straw.
pailmall	n. & a.	See Pall-mall.
pain	n.	Punishment suffered or denounced; suffering or evil inflicted as a punishment for crime, or connected with the commission of a crime; penalty.
pain	n.	Any uneasy sensation in animal bodies, from slight uneasiness to extreme distress or torture, proceeding from a derangement of functions, disease, or injury by violence; bodily distress; bodily suffering; an ache; a smart.
pain	n.	Specifically, the throes or travail of childbirth.
pain	n.	Uneasiness of mind; mental distress; disquietude; anxiety; grief; solicitude; anguish.
pain	n.	See Pains, labor, effort.
pain	n.	To inflict suffering upon as a penalty; to punish.
pain	n.	To put to bodily uneasiness or anguish; to afflict with uneasy sensations of any degree of intensity; to torment; to torture; as, his dinner or his wound pained him; his stomach pained him.
pain	n.	To render uneasy in mind; to disquiet; to distress; to grieve; as a child's faults pain his parents.
painable	a.	Causing pain; painful.
pained	imp. & p. p.	of Pain
painful	a.	Full of pain; causing uneasiness or distress, either physical or mental; afflictive; disquieting; distressing.
painful	a.	Requiring labor or toil; difficult; executed with laborious effort; as a painful service; a painful march.
painful	a.	Painstaking; careful; industrious.
painim	n.	A pagan; an infidel; -- used also adjectively.
paining	p. pr. & vb. n.	of Pain
painless	a.	Free from pain; without pain.
pains	n.	Labor; toilsome effort; care or trouble taken; -- plural in form, but used with a singular or plural verb, commonly the former.
painstaker	n.	One who takes pains; one careful and faithful in all work.
painstaking	a.	Careful in doing; diligent; faithful; attentive.
painstaking	n.	The act of taking pains; carefulness and fidelity in performance.
painsworthy	a.	Worth the pains or care bestowed.
paint	v. t.	To cover with coloring matter; to apply paint to; as, to paint a house, a signboard, etc.
paint	v. t.	Fig.: To color, stain, or tinge; to adorn or beautify with colors; to diversify with colors.
paint	v. t.	To form in colors a figure or likeness of on a flat surface, as upon canvas; to represent by means of colors or hues; to exhibit in a tinted image; to portray with paints; as, to paint a portrait or a landscape.
paint	v. t.	Fig.: To represent or exhibit to the mind; to describe vividly; to delineate; to image; to depict.
paint	v. t.	To practice the art of painting; as, the artist paints well.
paint	v. t.	To color one's face by way of beautifying it.
paint	n.	A pigment or coloring substance.
paint	n.	The same prepared with a vehicle, as oil, water with gum, or the like, for application to a surface.
paint	n.	A cosmetic; rouge.
painted	imp. & p. p.	of Paint
painted	a.	Covered or adorned with paint; portrayed in colors.
painted	a.	Marked with bright colors; as, the painted turtle; painted bunting.
painter	n.	A rope at the bow of a boat, used to fasten it to anything.
painter	n.	The panther, or puma.
painter	n.	One whose occupation is to paint
painter	n.	One who covers buildings, ships, ironwork, and the like, with paint.
painter	n.	An artist who represents objects or scenes in color on a flat surface, as canvas, plaster, or the like.
painterly	a.	Like a painter's work.
paintership	n.	The state or position of being a painter.
painting	p. pr. & vb. n.	of Paint
painting	n.	The act or employment of laying on, or adorning with, paints or colors.
painting	n.	The work of the painter; also, any work of art in which objects are represented in color on a flat surface; a colored representation of any object or scene; a picture.
painting	n.	Color laid on; paint.
painting	n.	A depicting by words; vivid representation in words.
paintless	a.	Not capable of being painted or described.
painture	v. t.	The art of painting.
painty	a.	Unskillfully painted, so that the painter's method of work is too obvious; also, having too much pigment applied to the surface.
pair	n.	A number of things resembling one another, or belonging together; a set; as, a pair or flight of stairs. "A pair of beads." Chaucer. Beau. & Fl. "Four pair of stairs." Macaulay. [Now mostly or quite disused, except as to stairs.]
pair	n.	Two things of a kind, similar in form, suited to each other, and intended to be used together; as, a pair of gloves or stockings; a pair of shoes.
pair	n.	Two of a sort; a span; a yoke; a couple; a brace; as, a pair of horses; a pair of oxen.
pair	n.	A married couple; a man and wife.
pair	n.	A single thing, composed of two pieces fitted to each other and used together; as, a pair of scissors; a pair of tongs; a pair of bellows.
pair	n.	Two members of opposite parties or opinion, as in a parliamentary body, who mutually agree not to vote on a given question, or on issues of a party nature during a specified time; as, there were two pairs on the final vote.
pair	n.	In a mechanism, two elements, or bodies, which are so applied to each other as to mutually constrain relative motion.
pair	v. i.	To be joined in paris; to couple; to mate, as for breeding.
pair	v. i.	To suit; to fit, as a counterpart.
pair	v. i.	Same as To pair off. See phrase below.
pair	v. t.	To unite in couples; to form a pair of; to bring together, as things which belong together, or which complement, or are adapted to one another.
pair	v. t.	To engage (one's self) with another of opposite opinions not to vote on a particular question or class of questions.
pair	v. t.	To impair.
paired	imp. & p. p.	of Pair
pairer	n.	One who impairs.
pairing	p. pr. & vb. n.	of Pair
pairing	v. i.	The act or process of uniting or arranging in pairs or couples.
pairing	v. i.	See To pair off, under Pair, v. i.
pairment	n.	Impairment.
pairs royal	"pl. "	of Pair
pais	n.	The country; the people of the neighborhood.
paisano	n.	The chaparral cock.
paise	n.	See Poise.
pajock	n.	A peacock.
pakfong	n.	See Packfong.
pal	n.	A mate; a partner; esp., an accomplice or confederate.
palace	n.	The residence of a sovereign, including the lodgings of high officers of state, and rooms for business, as well as halls for ceremony and reception.
palace	n.	The official residence of a bishop or other distinguished personage.
palace	n.	Loosely, any unusually magnificent or stately house.
palacious	a.	Palatial.
paladin	n.	A knight-errant; a distinguished champion; as, the paladins of Charlemagne.
paladiumize	v. t.	To cover or coat with palladium.
paladumenta	"pl. "	of Paludamentum
palaeo-		See Paleo-.
palaeographer	a.	Alt. of Palaeographic
palaeographic	a.	See Paleographer, Paleographic, etc.
palaeotype	n.	A system of representing all spoken sounds by means of the printing types in common use.
palaestra	n.	See Palestra.
palaestric	a.	See Palestric.
palaetiologist	n.	One versed in palaetiology.
palaetiology	n.	The science which explains, by the law of causation, the past condition and changes of the earth.
palama	n.	A membrane extending between the toes of a bird, and uniting them more or less closely together.
palamedeae	n. pl.	An order, or suborder, including the kamichi, and allied South American birds; -- called also screamers. In many anatomical characters they are allied to the Anseres, but they externally resemble the wading birds.
palamme	"pl. "	of Palama
palampore	n.	See Palempore.
palanka	n.	A camp permanently intrenched, attached to Turkish frontier fortresses.
palanquin	n.	An inclosed carriage or litter, commonly about eight feet long, four feet wide, and four feet high, borne on the shoulders of men by means of two projecting poles, -- used in India, China, etc., for the conveyance of a single person from place to place.
palapteryx	n.	A large extinct ostrichlike bird of New Zealand.
palatability	n.	Palatableness.
palatable	a.	Agreeable to the palate or taste; savory; hence, acceptable; pleasing; as, palatable food; palatable advice.
palatableness	n.	The quality or state of being agreeable to the taste; relish; acceptableness.
palatably	adv.	In a palatable manner.
palatal	a.	Of or pertaining to the palate; palatine; as, the palatal bones.
palatal	a.	Uttered by the aid of the palate; -- said of certain sounds, as the sound of k in kirk.
palatal	n.	A sound uttered, or a letter pronounced, by the aid of the palate, as the letters k and y.
palatalize	v. t.	To palatize.
palate	n.	The roof of the mouth.
palate	n.	Relish; taste; liking; -- a sense originating in the mistaken notion that the palate is the organ of taste.
palate	n.	Fig.: Mental relish; intellectual taste.
palate	n.	A projection in the throat of such flowers as the snapdragon.
palate	v. t.	To perceive by the taste.
palatial	a.	Of or pertaining to a palace; suitable for a palace; resembling a palace; royal; magnificent; as, palatial structures.
palatial	a.	Palatal; palatine.
palatial	n.	A palatal letter.
palatic	a.	Palatal; palatine.
palatic	n.	A palatal.
palatinate	n.	The province or seigniory of a palatine; the dignity of a palatine.
palatinate	v. t.	To make a palatinate of.
palatine	a.	Of or pertaining to a palace, or to a high officer of a palace; hence, possessing royal privileges.
palatine	n.	One invested with royal privileges and rights within his domains; a count palatine. See Count palatine, under 4th Count.
palatine	n.	The Palatine hill in Rome.
palatine	a.	Of or pertaining to the palate.
palatine	n.	A palatine bone.
palative	a.	Pleasing to the taste; palatable.
palatize	v. t.	To modify, as the tones of the voice, by means of the palate; as, to palatize a letter or sound.
palato-		A combining form used in anatomy to indicate relation to, or connection with, the palate; as in palatolingual.
palatonares	n. pl.	The posterior nares. See Nares.
palatopterygoid	a.	Pertaining to the palatine and pterygoid region of the skull; as, the palatopterygoid cartilage, or rod, from which the palatine and pterygoid bones are developed.
palaver	n.	Talk; conversation; esp., idle or beguiling talk; talk intended to deceive; flattery.
palaver	n.	In Africa, a parley with the natives; a talk; hence, a public conference and deliberation; a debate.
palaver	v. t. & i.	To make palaver with, or to; to used palaver;to talk idly or deceitfully; to employ flattery; to cajole; as, to palaver artfully.
palavered	imp. & p. p.	of Palaver
palaverer	n.	One who palavers; a flatterer.
palavering	p. pr. & vb. n.	of Palaver
pale	v. i.	Wanting in color; not ruddy; dusky white; pallid; wan; as, a pale face; a pale red; a pale blue.
pale	v. i.	Not bright or brilliant; of a faint luster or hue; dim; as, the pale light of the moon.
pale	n.	Paleness; pallor.
pale	v. i.	To turn pale; to lose color or luster.
pale	v. t.	To make pale; to diminish the brightness of.
pale	n.	A pointed stake or slat, either driven into the ground, or fastened to a rail at the top and bottom, for fencing or inclosing; a picket.
pale	n.	That which incloses or fences in; a boundary; a limit; a fence; a palisade.
pale	n.	A space or field having bounds or limits; a limited region or place; an inclosure; -- often used figuratively.
pale	n.	A stripe or band, as on a garment.
pale	n.	One of the greater ordinaries, being a broad perpendicular stripe in an escutcheon, equally distant from the two edges, and occupying one third of it.
pale	n.	A cheese scoop.
pale	n.	A shore for bracing a timber before it is fastened.
pale	v. t.	To inclose with pales, or as with pales; to encircle; to encompass; to fence off.
palea	n.	The interior chaff or husk of grasses.
palea	n.	One of the chaffy scales or bractlets growing on the receptacle of many compound flowers, as the Coreopsis, the sunflower, etc.
palea	n.	A pendulous process of the skin on the throat of a bird, as in the turkey; a dewlap.
paleaceous	a.	Chaffy; resembling or consisting of paleae, or chaff; furnished with chaff; as, a paleaceous receptacle.
paleae	"pl. "	of Palea
palearctic	a.	Belonging to a region of the earth's surface which includes all Europe to the Azores, Iceland, and all temperate Asia.
paled	imp. & p. p.	of Pale
paled	a.	Striped.
paled	a.	Inclosed with a paling.
paleechinoidea	n. pl.	An extinct order of sea urchins found in the Paleozoic rocks. They had more than twenty vertical rows of plates. Called also Palaeechini.
paleface	n.	A white person; -- an appellation supposed to have been applied to the whites by the American Indians.
paleichthyes	n. pl.	A comprehensive division of fishes which includes the elasmobranchs and ganoids.
palely	a.	In a pale manner; dimly; wanly; not freshly or ruddily.
palempore	n.	A superior kind of dimity made in India, -- used for bed coverings.
paleness	n.	The quality or condition of being pale; want of freshness or ruddiness; a sickly whiteness; lack of color or luster; wanness.
palenque	n. pl.	A collective name for the Indians of Nicaragua and Honduras.
paleo-		A combining form meaning old, ancient; as, palearctic, paleontology, paleothere, paleography.
paleobotanist	n.	One versed in paleobotany.
paleobotany	n.	That branch of paleontology which treats of fossil plants.
paleocarida	n. pl.	Same as Merostomata.
paleocrinoidea	n. pl.	A suborder of Crinoidea found chiefly in the Paleozoic rocks.
paleocrystic	a.	Of, pertaining to, or derived from, a former glacial formation.
paleogaean	a.	Of or pertaining to the Eastern hemisphere.
paleograph	n.	An ancient manuscript.
